c2,c0,729,129,229,ff9a,type
90377627,920433476,490000151,370550089,81579379,1472863,ransom
65818906,668118315,355798130,268943177,59415506,1534384,ransom
99420143,1014513533,539606495,408155689,89728099,1678768,ransom
97046274,987104333,525107315,397020352,87585286,1870855,ransom
93108424,950351284,474035925,382741778,78869338,1669128,ransom
88791238,1036159771,483115948,389696449,80264848,1739962,ransom
92825145,948189704,504720673,381804711,83864542,1867820,ransom
93406807,954109837,507665326,384036598,84362201,3811943,ransom
105206132,1074755386,571770434,432532292,94999068,1858227,ransom
102915944,1051244922,559274234,423076314,92932173,1853467,ransom
98755978,1009910796,536932717,406022250,89205550,1924372,ransom
96320694,983897230,523440009,395964071,86980100,1975337,ransom
101423119,1036122621,551291510,417042637,91597524,1887900,ransom
98576140,1007074803,536463905,405833106,89113441,1335963,ransom
63999850,653727483,348203426,263407866,57847626,1611529,ransom
83946168,857523534,457082026,345780390,75934087,1766427,ransom
85910908,877562715,467196465,353425221,77625024,1921756,ransom
89950167,918830600,489502850,370297979,81323840,1571309,ransom
94729164,967760878,515342777,389858855,85611289,1902940,ransom
83300843,850874705,453321512,342920277,75320876,1866169,ransom
77616242,792839592,422423279,319561975,70181078,1775650,ransom
97214714,992939401,528483938,399777681,87821873,1712214,ransom
98818736,1009463077,537130857,406332251,89246321,1891355,ransom
99778028,1019167322,542249399,410191337,90109563,1894993,ransom
95163132,958554944,509529585,384822672,85677690,1992295,ransom
92439015,944300753,502716843,380291464,83531521,1877108,ransom
33250535,339360441,181479793,137249078,30189978,660813,ransom
18328457,187178016,100151663,75762909,16632617,345952,ransom
35278468,361093656,192342196,145334874,31958293,1121192,ransom
69427262,709285088,378274914,286163972,62829747,1104102,ransom
22799826,232743057,124377052,94075688,20673231,469076,ransom
26975210,275506505,147195424,111346087,24452994,492665,ransom
39355781,401943129,214519391,162277150,35635519,602422,ransom
24174993,246820104,131905518,99778879,21918439,588671,ransom
25018710,255520546,136774763,103464147,22718111,472524,ransom
35859187,366260380,195665468,148021121,32503348,530034,ransom
26478671,270465734,144447305,109277195,23989606,449384,ransom
17861013,182357394,97484089,73741759,16195958,358075,ransom
40109917,409701928,218618113,165378239,36314036,1151216,ransom
100651960,1028228368,547023096,413822440,90878511,1715890,ransom
98895949,1010175953,537524645,406633371,89309316,1882017,ransom
103375181,1055978666,561921569,425089013,93359927,1936035,ransom
99108764,1012459270,538619768,407464649,89487664,1969110,ransom
104719229,1069717292,569161130,430554534,94574433,1953254,ransom
94799682,968372238,515337667,389847306,85619387,1928689,ransom
101031545,1031961756,549280580,415515290,91267990,1826431,ransom
36011044,368876888,196421701,148423698,32623936,694421,ransom
16305842,166065395,88844026,67182175,14792254,460621,ransom
25435087,259842724,138758204,104972063,23039990,494847,ransom
23057877,235478700,125713675,95097703,20885083,364842,ransom
27848628,284445487,152087159,115051276,25257672,584721,ransom
36192161,369712162,197565345,149456746,32809855,598666,ransom
37215591,380059139,202858146,153450508,33703117,548462,ransom
21224422,215096064,114888555,86881698,19145005,417667,ransom
17088333,174495548,93289362,70569606,15495041,459141,ransom
24379827,248979399,132844389,100490778,22068253,535017,ransom
32025698,327156722,174774194,132216524,29025965,394425,ransom
70183460,716920206,381861648,288871793,63436050,1771809,ransom
95926022,979596578,521281562,394324584,86643801,1989519,ransom
104641686,1068880967,568658977,430176821,88572596,1879671,ransom
106617733,1089171323,543782484,411362655,90350832,2065965,ransom
108068715,1103967529,587271993,444255794,97575297,1672084,ransom
103367386,1055893177,561809953,424992810,93352777,1935486,ransom
98749780,1008041284,536345733,405680795,89208508,1975599,ransom
100939546,1031243789,548611550,415018038,91148455,1973586,ransom
99289791,1015339997,540124201,408424022,89742328,1522287,ransom
22919449,233915614,124757645,94362639,20748235,494584,ransom
20582313,210145115,112477517,85082623,18684977,478389,ransom
27987415,285834292,152943213,115703078,25410130,467413,ransom
44701255,456605522,243943456,184539224,40519994,911884,ransom
39836566,406872872,217422420,164471732,36116590,670093,ransom
54909622,560773992,299103685,226266083,49691242,791673,ransom
17819679,181919538,97392887,73670994,16180425,451231,ransom
54529085,556998005,297296004,224899446,49378936,807181,ransom
